;i;j;period;weight
1833;Jajuga, Krzysztof;Alain Guenoche;8;1.0
1834;Jajuga, Krzysztof;Vichi, Maurizio;8;1.0
1835;Jajuga, Krzysztof;Wolfgang A. Gaul;8;1.0
1836;Jajuga, Krzysztof;Gilbert Saporta;8;1.0
1837;Jajuga, Krzysztof;Edvin Diday;8;1.0
1838;Kiers, Henk;Batagelj, Vladimir;8;1.0
1839;Kiers, Henk;Bertrand, Patrice;8;1.0
1840;Kiers, Henk;Braak, Cajo ter;8;1.0
1841;Kiers, Henk;De Carvalho, Francisco De Assis Tenhorio;8;1.0
1842;Kiers, Henk;Groenen, Patrick J.F.;8;4.0
1843;Kiers, Henk;Hennig, Christian;8;2.0
1844;Kiers, Henk;Kuntz, Pascale;8;1.0
1845;Kiers, Henk;Lausen, Berthold;8;1.0
1846;Kiers, Henk;Makarenkov, Vladimir;8;1.0
1847;Kiers, Henk;Meulman, Jacqueline;8;1.0
1848;Kiers, Henk;Mirkin, Boris;8;1.0
1849;Kiers, Henk;Palumbo, Francesco;8;1.0
1850;Kiers, Henk;Riani, Marco;8;1.0
1851;Kiers, Henk;Rocci, Roberto;8;1.0
1852;Kiers, Henk;Tibshirani, Robert;8;1.0
1853;Kiers, Henk;Van Mechelen Iven;8;3.0
1854;Kiers, Henk;Paula Brito;8;1.0
1855;Kiers, Henk;Renato Coppi;8;2.0
1856;Kiers, Henk;Alain Guenoche;8;1.0
1857;Kiers, Henk;Verde, Rosanna;8;1.0
1858;Kiers, Henk;Vermunt, Jeroen;8;1.0
1859;Kiers, Henk;Vichi, Maurizio;8;2.0
1860;Kiers, Henk;Wolfgang A. Gaul;8;1.0
1861;Kiers, Henk;Edvin Diday;8;1.0
1862;Kuntz, Pascale;Murtagh, Fionn;8;1.0
1863;Kuntz, Pascale;Alain Guenoche;8;1.0
1864;Lausen, Berthold;Braak, Cajo ter;8;1.0
1865;Lausen, Berthold;Groenen, Patrick J.F.;8;1.0
1866;Lausen, Berthold;Hastie, Trevor;8;2.0
1867;Lausen, Berthold;Hennig, Christian;8;1.0
1868;Lausen, Berthold;Leisch, Friedrich;8;2.0
1869;Lausen, Berthold;Steinley, Doug;8;1.0
1870;Lausen, Berthold;Tibshirani, Robert;8;2.0
1871;Lausen, Berthold;Rudolf Kruse;8;1.0
1872;Lausen, Berthold;Vermunt, Jeroen;8;1.0
1873;Lausen, Berthold;Edvin Diday;8;1.0
1874;Leisch, Friedrich;Hastie, Trevor;8;5.0
1875;Leisch, Friedrich;Hennig, Christian;8;3.0
1876;Leisch, Friedrich;McLachlan, Geoff;8;1.0
1877;Leisch, Friedrich;Tibshirani, Robert;8;5.0
1878;Leisch, Friedrich;Paula Brito;8;3.0
1879;Leisch, Friedrich;Gilles Celeux;8;1.0
1880;Leisch, Friedrich;Vermunt, Jeroen;8;1.0
1881;Leisch, Friedrich;Adrian Raftery;8;2.0
1882;Makarenkov, Vladimir;Batagelj, Vladimir;8;1.0
1883;Makarenkov, Vladimir;Braak, Cajo ter;8;1.0
1884;Makarenkov, Vladimir;Ferligoj, Anuska;8;1.0
1885;Makarenkov, Vladimir;Groenen, Patrick J.F.;8;1.0
1886;Makarenkov, Vladimir;Hennig, Christian;8;1.0
1887;Makarenkov, Vladimir;Kiers, Henk;8;1.0
1888;Makarenkov, Vladimir;Lausen, Berthold;8;1.0
1889;Makarenkov, Vladimir;Mirkin, Boris;8;2.0
1890;Makarenkov, Vladimir;Alain Guenoche;8;2.0
1891;McLachlan, Geoff;Bertrand, Patrice;8;1.0
1892;McLachlan, Geoff;Hastie, Trevor;8;4.0
1893;McLachlan, Geoff;Leisch, Friedrich;8;2.0
1894;McLachlan, Geoff;Steinley, Doug;8;1.0
1895;McLachlan, Geoff;Tibshirani, Robert;8;6.0
1896;McLachlan, Geoff;Gilles Celeux;8;3.0
1897;McLachlan, Geoff;Rudolf Kruse;8;1.0
1898;McLachlan, Geoff;Adrian Raftery;8;7.0
1899;Meulman, Jacqueline;Braak, Cajo ter;8;1.0
1900;Meulman, Jacqueline;De Carvalho, Francisco De Assis Tenhorio;8;2.0
1901;Meulman, Jacqueline;Groenen, Patrick J.F.;8;2.0
1902;Meulman, Jacqueline;Hastie, Trevor;8;2.0
1903;Meulman, Jacqueline;Kiers, Henk;8;1.0
1904;Meulman, Jacqueline;Tibshirani, Robert;8;3.0
1905;Meulman, Jacqueline;Edvin Diday;8;1.0
1906;Meulman, Jacqueline;Adrian Raftery;8;1.0
1907;Mirkin, Boris;Bertrand, Patrice;8;1.0
1908;Mirkin, Boris;Gorban, Alexander N;8;1.0
1909;Mirkin, Boris;Groenen, Patrick J.F.;8;1.0
1910;Mirkin, Boris;Hastie, Trevor;8;2.0
1911;Mirkin, Boris;Hennig, Christian;8;1.0
1912;Mirkin, Boris;Makarenkov, Vladimir;8;1.0
1913;Mirkin, Boris;McLachlan, Geoff;8;3.0
1914;Mirkin, Boris;Murtagh, Fionn;8;4.0
1915;Mirkin, Boris;Steinley, Doug;8;2.0
1916;Mirkin, Boris;Tibshirani, Robert;8;4.0
1917;Mirkin, Boris;Gilles Celeux;8;1.0
1918;Mirkin, Boris;Rudolf Kruse;8;1.0
1919;Mirkin, Boris;Wojtek J Krzanowski;8;1.0
1920;Mirkin, Boris;Edvin Diday;8;1.0
1921;Mirkin, Boris;Adrian Raftery;8;1.0
1922;Murtagh, Fionn;Batagelj, Vladimir;8;1.0
1923;Murtagh, Fionn;Hastie, Trevor;8;2.0
1924;Murtagh, Fionn;Hennig, Christian;8;2.0
1925;Murtagh, Fionn;Hruschka, Harald;8;1.0
1926;Murtagh, Fionn;McLachlan, Geoff;8;1.0
1927;Murtagh, Fionn;Mirkin, Boris;8;9.0
1928;Murtagh, Fionn;Rocci, Roberto;8;1.0
1929;Murtagh, Fionn;Steinley, Doug;8;1.0
1930;Murtagh, Fionn;Tibshirani, Robert;8;1.0
1931;Murtagh, Fionn;Vichi, Maurizio;8;1.0
1932;Murtagh, Fionn;Wolfgang A. Gaul;8;3.0
1933;Murtagh, Fionn;Gilbert Saporta;8;1.0
1934;Murtagh, Fionn;Edvin Diday;8;1.0
1935;Murtagh, Fionn;Adrian Raftery;8;5.0
1936;Palumbo, Francesco;Bertrand, Patrice;8;1.0
1937;Palumbo, Francesco;De Carvalho, Francisco De Assis Tenhorio;8;1.0
1938;Palumbo, Francesco;Groenen, Patrick J.F.;8;1.0
1939;Palumbo, Francesco;Kiers, Henk;8;3.0
1940;Palumbo, Francesco;Kuntz, Pascale;8;1.0
1941;Palumbo, Francesco;Meulman, Jacqueline;8;2.0
1942;Palumbo, Francesco;Mirkin, Boris;8;1.0
1943;Palumbo, Francesco;Verde, Rosanna;8;1.0
1944;Palumbo, Francesco;Vichi, Maurizio;8;1.0
1945;Palumbo, Francesco;Wojtek J Krzanowski;8;1.0
1946;Palumbo, Francesco;Gilbert Saporta;8;1.0
1947;Palumbo, Francesco;Adrian Raftery;8;1.0
1948;Riani, Marco;Groenen, Patrick J.F.;8;1.0
1949;Riani, Marco;Hastie, Trevor;8;1.0
1950;Riani, Marco;Rocci, Roberto;8;1.0
1951;Riani, Marco;Tibshirani, Robert;8;1.0
1952;Riani, Marco;Vichi, Maurizio;8;1.0
1953;Riani, Marco;Wolfgang A. Gaul;8;1.0
1954;Riani, Marco;Adrian Raftery;8;1.0
1955;Rocci, Roberto;Bertrand, Patrice;8;1.0
1956;Rocci, Roberto;Groenen, Patrick J.F.;8;1.0
1957;Rocci, Roberto;Hastie, Trevor;8;1.0
1958;Rocci, Roberto;Hennig, Christian;8;2.0
1959;Rocci, Roberto;Hruschka, Harald;8;1.0
1960;Rocci, Roberto;Kiers, Henk;8;3.0
1961;Rocci, Roberto;Lausen, Berthold;8;1.0
1962;Rocci, Roberto;McLachlan, Geoff;8;2.0
1963;Rocci, Roberto;Meulman, Jacqueline;8;1.0
1964;Rocci, Roberto;Mirkin, Boris;8;1.0
1965;Rocci, Roberto;Murtagh, Fionn;8;1.0
1966;Rocci, Roberto;Palumbo, Francesco;8;3.0
1967;Rocci, Roberto;Riani, Marco;8;1.0
1968;Rocci, Roberto;Tibshirani, Robert;8;1.0
1969;Rocci, Roberto;Gilles Celeux;8;1.0
1970;Rocci, Roberto;Renato Coppi;8;2.0
1971;Rocci, Roberto;Verde, Rosanna;8;1.0
1972;Rocci, Roberto;Vermunt, Jeroen;8;1.0
1973;Rocci, Roberto;Vichi, Maurizio;8;5.0
1974;Rocci, Roberto;Wolfgang A. Gaul;8;2.0
1975;Rocci, Roberto;Gilbert Saporta;8;2.0
1976;Rocci, Roberto;Edvin Diday;8;5.0
1977;Rocci, Roberto;Adrian Raftery;8;1.0
1978;Steinley, Doug;Batagelj, Vladimir;8;3.0
1979;Steinley, Doug;Ferligoj, Anuska;8;3.0
1980;Steinley, Doug;Groenen, Patrick J.F.;8;4.0
1981;Steinley, Doug;Hastie, Trevor;8;4.0
1982;Steinley, Doug;Hennig, Christian;8;2.0
1983;Steinley, Doug;Kiers, Henk;8;2.0
1984;Steinley, Doug;Leisch, Friedrich;8;2.0
1985;Steinley, Doug;McLachlan, Geoff;8;8.0
1986;Steinley, Doug;Meulman, Jacqueline;8;3.0
1987;Steinley, Doug;Tibshirani, Robert;8;4.0
1988;Steinley, Doug;Gilles Celeux;8;2.0
1989;Steinley, Doug;Vermunt, Jeroen;8;5.0
1990;Steinley, Doug;Vichi, Maurizio;8;2.0
1991;Steinley, Doug;Wolfgang A. Gaul;8;2.0
1992;Steinley, Doug;Wojtek J Krzanowski;8;2.0
1993;Steinley, Doug;Edvin Diday;8;1.0
1994;Steinley, Doug;Adrian Raftery;8;6.0
1995;Tibshirani, Robert;Groenen, Patrick J.F.;8;1.0
1996;Tibshirani, Robert;Hastie, Trevor;8;4.0
1997;Tibshirani, Robert;McLachlan, Geoff;8;3.0
1998;Tibshirani, Robert;Meulman, Jacqueline;8;2.0
1999;Tibshirani, Robert;Murtagh, Fionn;8;1.0
2000;Tibshirani, Robert;Palumbo, Francesco;8;1.0
2001;Tibshirani, Robert;Gilles Celeux;8;1.0
2002;Tibshirani, Robert;Wolfgang A. Gaul;8;1.0
2003;Tibshirani, Robert;Wojtek J Krzanowski;8;1.0
2004;Tibshirani, Robert;Adrian Raftery;8;1.0
2005;Van Mechelen Iven;Bertrand, Patrice;8;1.0
2006;Van Mechelen Iven;Groenen, Patrick J.F.;8;1.0
2007;Van Mechelen Iven;Hastie, Trevor;8;1.0
2008;Van Mechelen Iven;Hennig, Christian;8;1.0
2009;Van Mechelen Iven;Kiers, Henk;8;5.0
2010;Van Mechelen Iven;Mirkin, Boris;8;3.0
2011;Van Mechelen Iven;Rocci, Roberto;8;1.0
2012;Van Mechelen Iven;Steinley, Doug;8;2.0
2013;Van Mechelen Iven;Tibshirani, Robert;8;2.0
2014;Van Mechelen Iven;Vichi, Maurizio;8;1.0
2015;Van Mechelen Iven;Wolfgang A. Gaul;8;1.0
2016;Van Mechelen Iven;Wojtek J Krzanowski;8;1.0
2017;Van Mechelen Iven;Edvin Diday;8;1.0
2018;Paula Brito;Batagelj, Vladimir;8;2.0
2019;Paula Brito;Bertrand, Patrice;8;1.0
2020;Paula Brito;De Carvalho, Francisco De Assis Tenhorio;8;5.0
2021;Paula Brito;Ferligoj, Anuska;8;1.0
2022;Paula Brito;Groenen, Patrick J.F.;8;1.0
2023;Paula Brito;Hennig, Christian;8;1.0
2024;Paula Brito;Jajuga, Krzysztof;8;1.0
2025;Paula Brito;Kiers, Henk;8;1.0
2026;Paula Brito;McLachlan, Geoff;8;1.0
2027;Paula Brito;Palumbo, Francesco;8;3.0
2028;Paula Brito;Vichi, Maurizio;8;2.0
2029;Paula Brito;Edvin Diday;8;1.0
2030;Gilles Celeux;Hastie, Trevor;8;1.0
2031;Gilles Celeux;Hennig, Christian;8;1.0
2032;Gilles Celeux;Leisch, Friedrich;8;1.0
2033;Gilles Celeux;McLachlan, Geoff;8;2.0
2034;Gilles Celeux;Tibshirani, Robert;8;1.0
2035;Gilles Celeux;Adrian Raftery;8;1.0
2036;Renato Coppi;Tibshirani, Robert;8;1.0
2037;Alain Guenoche;Braak, Cajo ter;8;1.0
2038;Alain Guenoche;Groenen, Patrick J.F.;8;1.0
2039;Alain Guenoche;Mirkin, Boris;8;1.0
2040;Alain Guenoche;Gilles Celeux;8;1.0
2041;Alain Guenoche;Edvin Diday;8;1.0
2042;Frank Klawonn;Bertrand, Patrice;8;1.0
2043;Frank Klawonn;De Carvalho, Francisco De Assis Tenhorio;8;1.0
2044;Frank Klawonn;Leisch, Friedrich;8;1.0
2045;Frank Klawonn;Adrian Raftery;8;1.0
2046;Rudolf Kruse;Braak, Cajo ter;8;1.0
2047;Rudolf Kruse;Lausen, Berthold;8;1.0
2048;Rudolf Kruse;Edvin Diday;8;1.0
2049;Verde, Rosanna;De Carvalho, Francisco De Assis Tenhorio;8;1.0
2050;Verde, Rosanna;Ferligoj, Anuska;8;2.0
2051;Verde, Rosanna;Kuntz, Pascale;8;1.0
2052;Verde, Rosanna;Lausen, Berthold;8;1.0
2053;Verde, Rosanna;Makarenkov, Vladimir;8;1.0
2054;Verde, Rosanna;Meulman, Jacqueline;8;1.0
2055;Verde, Rosanna;Riani, Marco;8;1.0
2056;Verde, Rosanna;Rocci, Roberto;8;2.0
2057;Verde, Rosanna;Gilles Celeux;8;1.0
2058;Verde, Rosanna;Alain Guenoche;8;1.0
2059;Verde, Rosanna;Rudolf Kruse;8;1.0
2060;Verde, Rosanna;Vichi, Maurizio;8;1.0
2061;Verde, Rosanna;Adrian Raftery;8;1.0
2062;Vermunt, Jeroen;Lausen, Berthold;8;2.0
2063;Vermunt, Jeroen;McLachlan, Geoff;8;1.0
2064;Vermunt, Jeroen;Steinley, Doug;8;2.0
2065;Vermunt, Jeroen;Tibshirani, Robert;8;1.0
2066;Vermunt, Jeroen;Gilles Celeux;8;1.0
2067;Vermunt, Jeroen;Rudolf Kruse;8;1.0
2068;Vichi, Maurizio;Bertrand, Patrice;8;1.0
2069;Vichi, Maurizio;De Carvalho, Francisco De Assis Tenhorio;8;2.0
2070;Vichi, Maurizio;Geyer-Schulz, Andreas;8;1.0
2071;Vichi, Maurizio;Hastie, Trevor;8;1.0
2072;Vichi, Maurizio;Hennig, Christian;8;1.0
2073;Vichi, Maurizio;Jajuga, Krzysztof;8;1.0
2074;Vichi, Maurizio;Kiers, Henk;8;1.0
2075;Vichi, Maurizio;Kuntz, Pascale;8;1.0
2076;Vichi, Maurizio;Lausen, Berthold;8;1.0
2077;Vichi, Maurizio;Makarenkov, Vladimir;8;1.0
2078;Vichi, Maurizio;McLachlan, Geoff;8;1.0
2079;Vichi, Maurizio;Meulman, Jacqueline;8;1.0
2080;Vichi, Maurizio;Murtagh, Fionn;8;1.0
2081;Vichi, Maurizio;Palumbo, Francesco;8;1.0
2082;Vichi, Maurizio;Riani, Marco;8;2.0
2083;Vichi, Maurizio;Rocci, Roberto;8;2.0
2084;Vichi, Maurizio;Tibshirani, Robert;8;1.0
2085;Vichi, Maurizio;Van Mechelen Iven;8;1.0
2086;Vichi, Maurizio;Alain Guenoche;8;1.0
2087;Vichi, Maurizio;Verde, Rosanna;8;2.0
2088;Vichi, Maurizio;Vermunt, Jeroen;8;1.0
2089;Vichi, Maurizio;Wolfgang A. Gaul;8;1.0
2090;Vichi, Maurizio;Gilbert Saporta;8;1.0
2091;Vichi, Maurizio;Edvin Diday;8;2.0
2092;Wolfgang A. Gaul;Batagelj, Vladimir;8;1.0
2093;Wolfgang A. Gaul;Bertrand, Patrice;8;2.0
2094;Wolfgang A. Gaul;De Carvalho, Francisco De Assis Tenhorio;8;2.0
2095;Wolfgang A. Gaul;Ferligoj, Anuska;8;2.0
2096;Wolfgang A. Gaul;Geyer-Schulz, Andreas;8;2.0
2097;Wolfgang A. Gaul;Groenen, Patrick J.F.;8;2.0
2098;Wolfgang A. Gaul;Hruschka, Harald;8;1.0
2099;Wolfgang A. Gaul;Jajuga, Krzysztof;8;2.0
2100;Wolfgang A. Gaul;Kiers, Henk;8;2.0
2101;Wolfgang A. Gaul;Kuntz, Pascale;8;1.0
2102;Wolfgang A. Gaul;Lausen, Berthold;8;2.0
2103;Wolfgang A. Gaul;Makarenkov, Vladimir;8;1.0
2104;Wolfgang A. Gaul;McLachlan, Geoff;8;1.0
2105;Wolfgang A. Gaul;Meulman, Jacqueline;8;3.0
2106;Wolfgang A. Gaul;Mirkin, Boris;8;1.0
2107;Wolfgang A. Gaul;Murtagh, Fionn;8;2.0
2108;Wolfgang A. Gaul;Riani, Marco;8;1.0
2109;Wolfgang A. Gaul;Rocci, Roberto;8;2.0
2110;Wolfgang A. Gaul;Steinley, Doug;8;1.0
2111;Wolfgang A. Gaul;Van Mechelen Iven;8;1.0
2112;Wolfgang A. Gaul;Paula Brito;8;1.0
2113;Wolfgang A. Gaul;Alain Guenoche;8;1.0
2114;Wolfgang A. Gaul;Frank Klawonn;8;1.0
2115;Wolfgang A. Gaul;Rudolf Kruse;8;1.0
2116;Wolfgang A. Gaul;Verde, Rosanna;8;2.0
2117;Wolfgang A. Gaul;Vermunt, Jeroen;8;1.0
2118;Wolfgang A. Gaul;Wojtek J Krzanowski;8;1.0
2119;Wolfgang A. Gaul;Gilbert Saporta;8;1.0
2120;Wolfgang A. Gaul;Edvin Diday;8;2.0
2121;Wojtek J Krzanowski;Braak, Cajo ter;8;1.0
2122;Wojtek J Krzanowski;De Carvalho, Francisco De Assis Tenhorio;8;1.0
2123;Wojtek J Krzanowski;Groenen, Patrick J.F.;8;1.0
2124;Wojtek J Krzanowski;McLachlan, Geoff;8;1.0
2125;Gilbert Saporta;Vichi, Maurizio;8;1.0
2126;Edvin Diday;Batagelj, Vladimir;8;1.0
2127;Edvin Diday;Groenen, Patrick J.F.;8;1.0
2128;Edvin Diday;Jajuga, Krzysztof;8;1.0
2129;Edvin Diday;Lausen, Berthold;8;1.0
2130;Edvin Diday;McLachlan, Geoff;8;1.0
2131;Edvin Diday;Meulman, Jacqueline;8;1.0
2132;Edvin Diday;Palumbo, Francesco;8;1.0
2133;Edvin Diday;Steinley, Doug;8;1.0
2134;Edvin Diday;Gilles Celeux;8;1.0
2135;Edvin Diday;Renato Coppi;8;1.0
2136;Edvin Diday;Frank Klawonn;8;1.0
2137;Edvin Diday;Rudolf Kruse;8;1.0
2138;Edvin Diday;Verde, Rosanna;8;1.0
2139;Edvin Diday;Adrian Raftery;8;1.0
2140;Adrian Raftery;Groenen, Patrick J.F.;8;1.0
2141;Adrian Raftery;Hastie, Trevor;8;1.0
2142;Adrian Raftery;Hennig, Christian;8;1.0
2143;Adrian Raftery;Gilles Celeux;8;1.0
2144;Batagelj, Vladimir;Braak, Cajo ter;9;1.0
2145;Batagelj, Vladimir;Ferligoj, Anuska;9;4.0
2146;Batagelj, Vladimir;Hennig, Christian;9;1.0
2147;Batagelj, Vladimir;Murtagh, Fionn;9;1.0
2148;Batagelj, Vladimir;Riani, Marco;9;1.0
2149;Batagelj, Vladimir;Adrian Raftery;9;1.0
2150;Bertrand, Patrice;De Carvalho, Francisco De Assis Tenhorio;9;4.0
2151;Bertrand, Patrice;Groenen, Patrick J.F.;9;1.0
2152;Bertrand, Patrice;Hennig, Christian;9;1.0
2153;Bertrand, Patrice;Mirkin, Boris;9;4.0
2154;Bertrand, Patrice;Murtagh, Fionn;9;1.0
2155;Bertrand, Patrice;Steinley, Doug;9;1.0
2156;Bertrand, Patrice;Paula Brito;9;4.0
2157;Bertrand, Patrice;Alain Guenoche;9;1.0
2158;Bertrand, Patrice;Verde, Rosanna;9;1.0
2159;Bertrand, Patrice;Vermunt, Jeroen;9;1.0
2160;Bertrand, Patrice;Vichi, Maurizio;9;1.0
2161;Bertrand, Patrice;Wolfgang A. Gaul;9;2.0
2162;Bertrand, Patrice;Edvin Diday;9;3.0
2163;Bertrand, Patrice;Adrian Raftery;9;1.0
2164;Bodjanova, Slavka;Rudolf Kruse;9;1.0
2165;Braak, Cajo ter;De Carvalho, Francisco De Assis Tenhorio;9;1.0
2166;Braak, Cajo ter;Meulman, Jacqueline;9;1.0
2167;Braak, Cajo ter;Tibshirani, Robert;9;2.0
2168;Braak, Cajo ter;Gilles Celeux;9;1.0
2169;Braak, Cajo ter;Verde, Rosanna;9;1.0
2170;De Carvalho, Francisco De Assis Tenhorio;Meulman, Jacqueline;9;1.0
2171;De Carvalho, Francisco De Assis Tenhorio;Gilles Celeux;9;1.0
2172;De Carvalho, Francisco De Assis Tenhorio;Frank Klawonn;9;1.0
2173;De Carvalho, Francisco De Assis Tenhorio;Rudolf Kruse;9;1.0
2174;De Carvalho, Francisco De Assis Tenhorio;Verde, Rosanna;9;2.0
2175;De Carvalho, Francisco De Assis Tenhorio;Gilbert Saporta;9;1.0
2176;De Carvalho, Francisco De Assis Tenhorio;Edvin Diday;9;1.0
2177;Ferligoj, Anuska;Murtagh, Fionn;9;1.0
2178;Geyer-Schulz, Andreas;Batagelj, Vladimir;9;1.0
2179;Geyer-Schulz, Andreas;Lausen, Berthold;9;1.0
2180;Geyer-Schulz, Andreas;Meulman, Jacqueline;9;1.0
2181;Geyer-Schulz, Andreas;Wolfgang A. Gaul;9;3.0
2182;Geyer-Schulz, Andreas;Edvin Diday;9;1.0
2183;Gorban, Alexander N;Batagelj, Vladimir;9;1.0
2184;Gorban, Alexander N;Bertrand, Patrice;9;1.0
2185;Gorban, Alexander N;De Carvalho, Francisco De Assis Tenhorio;9;1.0
2186;Gorban, Alexander N;Geyer-Schulz, Andreas;9;1.0
2187;Gorban, Alexander N;Hastie, Trevor;9;2.0
2188;Gorban, Alexander N;Tibshirani, Robert;9;2.0
2189;Gorban, Alexander N;Adrian Raftery;9;1.0
2190;Groenen, Patrick J.F.;Batagelj, Vladimir;9;1.0
2191;Groenen, Patrick J.F.;Braak, Cajo ter;9;1.0
2192;Groenen, Patrick J.F.;De Carvalho, Francisco De Assis Tenhorio;9;1.0
2193;Groenen, Patrick J.F.;Ferligoj, Anuska;9;1.0
2194;Groenen, Patrick J.F.;Hastie, Trevor;9;4.0
2195;Groenen, Patrick J.F.;Hennig, Christian;9;3.0
2196;Groenen, Patrick J.F.;Meulman, Jacqueline;9;2.0
2197;Groenen, Patrick J.F.;Riani, Marco;9;1.0
2198;Groenen, Patrick J.F.;Rocci, Roberto;9;1.0
2199;Groenen, Patrick J.F.;Steinley, Doug;9;3.0
2200;Groenen, Patrick J.F.;Tibshirani, Robert;9;3.0
2201;Groenen, Patrick J.F.;Van Mechelen Iven;9;1.0
2202;Groenen, Patrick J.F.;Paula Brito;9;1.0
2203;Groenen, Patrick J.F.;Alain Guenoche;9;1.0
2204;Groenen, Patrick J.F.;Verde, Rosanna;9;3.0
2205;Groenen, Patrick J.F.;Vermunt, Jeroen;9;3.0
2206;Groenen, Patrick J.F.;Vichi, Maurizio;9;1.0
2207;Groenen, Patrick J.F.;Edvin Diday;9;3.0
2208;Groenen, Patrick J.F.;Adrian Raftery;9;2.0
2209;Hastie, Trevor;Wojtek J Krzanowski;9;1.0
2210;Hennig, Christian;Batagelj, Vladimir;9;1.0
2211;Hennig, Christian;De Carvalho, Francisco De Assis Tenhorio;9;1.0
2212;Hennig, Christian;Ferligoj, Anuska;9;1.0
2213;Hennig, Christian;Geyer-Schulz, Andreas;9;1.0
2214;Hennig, Christian;Groenen, Patrick J.F.;9;1.0
2215;Hennig, Christian;Hastie, Trevor;9;1.0
2216;Hennig, Christian;Hruschka, Harald;9;1.0
2217;Hennig, Christian;Leisch, Friedrich;9;1.0
2218;Hennig, Christian;McLachlan, Geoff;9;6.0
2219;Hennig, Christian;Meulman, Jacqueline;9;1.0
2220;Hennig, Christian;Rocci, Roberto;9;4.0
2221;Hennig, Christian;Steinley, Doug;9;2.0
2222;Hennig, Christian;Tibshirani, Robert;9;1.0
2223;Hennig, Christian;Van Mechelen Iven;9;1.0
2224;Hennig, Christian;Paula Brito;9;2.0
2225;Hennig, Christian;Gilles Celeux;9;4.0
2226;Hennig, Christian;Renato Coppi;9;1.0
2227;Hennig, Christian;Alain Guenoche;9;1.0
2228;Hennig, Christian;Frank Klawonn;9;1.0
2229;Hennig, Christian;Rudolf Kruse;9;3.0
2230;Hennig, Christian;Verde, Rosanna;9;3.0
2231;Hennig, Christian;Vermunt, Jeroen;9;2.0
2232;Hennig, Christian;Vichi, Maurizio;9;2.0
2233;Hennig, Christian;Wolfgang A. Gaul;9;1.0
2234;Hennig, Christian;Edvin Diday;9;1.0
2235;Hennig, Christian;Adrian Raftery;9;6.0
2236;Hruschka, Harald;McLachlan, Geoff;9;1.0
2237;Hruschka, Harald;Tibshirani, Robert;9;1.0
2238;Hruschka, Harald;Gilles Celeux;9;1.0
2239;Jajuga, Krzysztof;De Carvalho, Francisco De Assis Tenhorio;9;1.0
2240;Kiers, Henk;Hastie, Trevor;9;1.0
2241;Kiers, Henk;Meulman, Jacqueline;9;2.0
2242;Kiers, Henk;Rocci, Roberto;9;1.0
2243;Kiers, Henk;Tibshirani, Robert;9;1.0
2244;Kiers, Henk;Van Mechelen Iven;9;2.0
2245;Kiers, Henk;Renato Coppi;9;1.0
2246;Lausen, Berthold;Bertrand, Patrice;9;2.0
2247;Lausen, Berthold;Bodjanova, Slavka;9;1.0
2248;Lausen, Berthold;De Carvalho, Francisco De Assis Tenhorio;9;1.0
2249;Lausen, Berthold;Ferligoj, Anuska;9;2.0
2250;Lausen, Berthold;Geyer-Schulz, Andreas;9;2.0
2251;Lausen, Berthold;Groenen, Patrick J.F.;9;1.0
2252;Lausen, Berthold;Hennig, Christian;9;2.0
2253;Lausen, Berthold;Jajuga, Krzysztof;9;2.0
2254;Lausen, Berthold;Kiers, Henk;9;1.0
2255;Lausen, Berthold;Kuntz, Pascale;9;1.0
2256;Lausen, Berthold;Leisch, Friedrich;9;1.0
2257;Lausen, Berthold;Makarenkov, Vladimir;9;2.0
2258;Lausen, Berthold;McLachlan, Geoff;9;1.0
2259;Lausen, Berthold;Meulman, Jacqueline;9;3.0
2260;Lausen, Berthold;Mirkin, Boris;9;1.0
2261;Lausen, Berthold;Palumbo, Francesco;9;1.0
2262;Lausen, Berthold;Riani, Marco;9;2.0
2263;Lausen, Berthold;Tibshirani, Robert;9;2.0
2264;Lausen, Berthold;Van Mechelen Iven;9;2.0
2265;Lausen, Berthold;Alain Guenoche;9;1.0
2266;Lausen, Berthold;Vermunt, Jeroen;9;1.0
2267;Lausen, Berthold;Vichi, Maurizio;9;2.0
2268;Lausen, Berthold;Wolfgang A. Gaul;9;3.0
2269;Lausen, Berthold;Gilbert Saporta;9;1.0
2270;Lausen, Berthold;Edvin Diday;9;3.0
2271;Leisch, Friedrich;Hastie, Trevor;9;2.0
2272;Leisch, Friedrich;Hennig, Christian;9;1.0
2273;Leisch, Friedrich;Riani, Marco;9;1.0
2274;Leisch, Friedrich;Steinley, Doug;9;2.0
2275;Leisch, Friedrich;Tibshirani, Robert;9;2.0
2276;Leisch, Friedrich;Vichi, Maurizio;9;1.0
2277;Makarenkov, Vladimir;Batagelj, Vladimir;9;1.0
2278;Makarenkov, Vladimir;Bertrand, Patrice;9;1.0
2279;Makarenkov, Vladimir;De Carvalho, Francisco De Assis Tenhorio;9;1.0
2280;Makarenkov, Vladimir;Ferligoj, Anuska;9;1.0
2281;Makarenkov, Vladimir;Groenen, Patrick J.F.;9;1.0
2282;Makarenkov, Vladimir;Hennig, Christian;9;1.0
2283;Makarenkov, Vladimir;Kiers, Henk;9;1.0
2284;Makarenkov, Vladimir;Lausen, Berthold;9;2.0
2285;Makarenkov, Vladimir;Mirkin, Boris;9;2.0
2286;Makarenkov, Vladimir;Alain Guenoche;9;2.0
